md5,prop,value,book_id,title,opening,opening_prop,isbn,author,publisher,year,ratings,pages,genre,end,format,flag_ya,flag_children,address,approach,characterList,dialogue,metaphor,nounList,pov,question,settingCategorical,settingDescribed,settingSpecific,shift,simile,subject,tense,timePeriodCategorical,timePeriodSpecific
8A4AFA6AE1C0982C23D77ACB28E5908C,normal,"Dear Sidney, Susan Scott is a wonder.",39832183-the-guernsey-literary-and-potato-peel-pie-society,The Guernsey Literary and Potato Peel Pie Society,"Dear Sidney, Susan Scott is a wonder.",normal,9781984801814,Mary Ann Shaffer,Dial Press,2008,610392,291,Historical Fiction|Fiction|Historical|Romance|World War II|Book Club|War|Adult|Adult Fiction|Books About Books,,epub,false,false,false,description,Sidney | Susan Scott,none,false,,unclear,false,,false,,,false,other,present,,
8A8679BBF6CB45C6769A3A86D6DBD9DC,first_cut,"There are two kinds of people in the world, those who leave home, and those who don’t.",33590210-an-american-marriage,An American Marriage,"There are two kinds of people in the world, those who leave home, and those who don’t.",first_cut,9781616201340,Tayari Jones,Algonquin Books,1918,258345,308,Fiction|Contemporary|Audiobook|Literary Fiction|Adult Fiction|Adult|African American|Book Club|Race|Romance,This is home. This is where I am.,epub,false,false,false,description,,none,false,,third person,false,world,false,,,false,other,present,,
8ABE6AB25A15F8F6DD465190C65840A7,first_cut,“There are dragons in the twins’ vegetable garden.”,18130.a_wind_in_the_door,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",“There are dragons in the twins’ vegetable garden.”,first_cut,9780440487616,Madeleine L'Engle,Dell Laurel-Leaf,,118811,203,"fantasy, paranormal|young-adult|fiction|children|Fantasy|Young Adult|Fiction|Science Fiction|Childrens|Classics|Middle Grade|Science Fiction Fantasy|Adventure|Audiobook","“Calvin’s hand held hers firmly. ‘I don’t know, Meg. I suspect that he’s wherever he’s been sent, Teaching.’”",epub,true,true,false,description,,none,false,,third person,false,garden,false,vegetable garden,,false,other,present,,
8B038737A8E923A029330AE72347067C,subjective,"Jason was going to Brain Camp. It had another name, a real name, but that’s what everyone called it.",51737.the_truth_about_forever,The Truth About Forever,"Jason was going to Brain Camp. It had another name, a real name, but that’s what everyone called it.",subjective,9780142406250,Sarah Dessen|Sarah Dessen (Goodreads Author),Penguin Group Inc.,,208954,374,young-adult|romance|fiction|Young Adult|Romance|Contemporary|Fiction|Chick Lit|Realistic Fiction|Teen|Young Adult Contemporary|Young Adult Romance|High School,"“Hi,” she said. “I’m Sophie.”",epub,true,false,false,description,Jason,none,false,Brain Camp,third person,false,,false,,,false,he/she,past,,
8B2C0B5B32BBF8C7EA7380F7DE795595,normal,I am an invisible man.,16981.invisible_man,Invisible Man,I am an invisible man.,normal,,Ralph Ellison,Vintage,1952,162754,581,Classics|Fiction|Literature|African American|Race|Novels|Historical Fiction|School|American|Literary Fiction|Cultural|Historical|Academic,"Who knows but that, on the lower frequencies, I speak for you?",epub,false,false,false,description,,none,true,,first person,false,,false,,,false,I,present,,
8B67350B5552B7FA1546DA21680030DB,subjective,"Look, we don’t have time for long introductions. I need to tell this story quickly, or we’re all going to die.",9067850-the-throne-of-fire,"The Throne of Fire (Kane Chronicles, #2)","Look, we don’t have time for long introductions. I need to tell this story quickly, or we’re all going to die.",subjective,9781423140566,Rick Riordan|Rick Riordan (Goodreads Author),Hyperion Books for Children,,161734,452,"fantasy, paranormal|young-adult|fiction|children|romance|mystery, thriller, crime|Fantasy|Mythology|Young Adult|Fiction|Middle Grade|Adventure|Magic|Childrens|Urban Fantasy|Young Adult Fantasy",We’ll keep a room ready for you at Brooklyn House.,epub,true,true,false,action,,dialogue with narration,false,,first person,false,,false,,,false,I,present,,
8B90054D62069935F34FA122026F832F,first_cut,"The monster stood not a tongue’s length away, eyes fixed on our throats, shriveled brain crowded with fantasies of murder.",41044147-library-of-souls,Library of Souls,"The monster stood not a tongue’s length away, eyes fixed on our throats, shriveled brain crowded with fantasies of murder.",first_cut,9781594747588,Ransom Riggs,Quirk Books,,119021,465,Fantasy|Young Adult|Fiction|Paranormal|Historical Fiction|Adventure|Audiobook|Horror|Time Travel|Supernatural,We have time.,epub,true,false,false,description,,none,false,,third person,false,,false,,,false,it,past,,
8BA87D4C2DA3E27D12CF26A453BF5C93,first_cut,He had not managed to scrub off all her blood.,40611999-career-of-evil,Career of Evil,He had not managed to scrub off all her blood.,first_cut,9780316349932,Robert Galbraith,Mulholland Books,1915,166680,498,Mystery|Fiction|Crime|Thriller|Audiobook|Mystery Thriller|Detective|Adult|Contemporary|Suspense,,epub,false,false,false,description,,none,false,,third person,false,,false,,,false,he/she,past,,
8BEA7120C9E06A83BBEEF58AF9B584CD,normal,How does one describe Artemis Fowl?,249747.artemis_fowl,"Artemis Fowl (Artemis Fowl, #1)",How does one describe Artemis Fowl?,normal,9780786817870,Eoin Colfer,Miramax,,495987,396,"fantasy, paranormal|young-adult|fiction|children|mystery, thriller, crime|Fantasy|Young Adult|Fiction|Middle Grade|Childrens|Adventure|Science Fiction|Magic|Urban Fantasy|Audiobook",Angeline Fowl was wrong. She had brought him a Christmas present.,epub,true,true,false,description,Artemis Fowl,none,false,,unclear,true,,false,,,false,other,present,,
8C179393866488E061FA5CD7CB46E8F6,first_cut,"“How much longer will the verdict take, do you think?” Clary asked.",8755776-city-of-lost-souls,"City of Lost Souls (The Mortal Instruments, #5)","“How much longer will the verdict take, do you think?” Clary asked.",first_cut,9781442416864,Cassandra Clare|Cassandra Clare (Goodreads Author),Margaret K. McElderry,,423962,546,"fantasy, paranormal|young-adult|romance|fiction|Fantasy|Young Adult|Paranormal|Romance|Urban Fantasy|Vampires|Angels|Fiction|Supernatural|Magic",I am coming.,epub,true,false,false,dialogue,Clary,dialogue with narration,false,,third person,true,,false,,,false,person,future,,
8C2452F6FBFFDD0E6D4DA813BCC301A8,first_cut,"I might as well say, right from the jump: it wasn’t my usual kind of job.",1379961.people_of_the_book,People of the Book,"I might as well say, right from the jump: it wasn’t my usual kind of job.",first_cut,,Geraldine Brooks,Viking Books,2008,130565,372,Historical Fiction|Fiction|Historical|Books About Books|Mystery|Book Club|Jewish|Religion|Adult Fiction|Audiobook|Writing|Literature,"“I’m thinking that if I could have one wish, this would be the last book ever to be burned in my city.”",epub,false,false,false,description,,dialogue with narration,false,,first person,false,,false,,,false,I,past,,
8C5F66442E5D0D5F74314F18CB7B3286,llama_cut,"Larch often thought that if it had not been for his newborn son, he never would have survived his wife Mikra's death.",6137154-fire,"Fire (Graceling Realm, #2)","Larch often thought that if it had not been for his newborn son, he never would have survived his wife Mikra's death.",llama_cut,9780803734616,Kristin Cashore,Dial Books,,161240,480,"fantasy, paranormal|young-adult|romance|fiction|Fantasy|Young Adult|Romance|Fiction|Young Adult Fantasy|Adventure|Magic|High Fantasy|Teen|Paranormal","As ash rose black against the brilliant sky, Fire’s fiddle cried out for the dead, and for the living who stay behind and say goodbye.",epub,true,false,false,description,Larch | Mikra,none,false,,third person,false,,false,,,false,he/she,past,,
8CD03FE7F907E88602794E86A9AFA176,llama_cut,"There was a scream, and then the loud roar of fire enveloping silken hangings, then a mounting crescendo of shouts of panic that spread and spread from one tent to another as the flames ran too, leaping from one silk standard to another, running up guy ropes and bursting through muslin doors.",16181.the_constant_princess,"The Constant Princess (The Plantagenet and Tudor Novels, #6)","There was a scream, and then the loud roar of fire enveloping silken hangings, then a mounting crescendo of shouts of panic that spread and spread from one tent to another as the flames ran too, leaping from one silk standard to another, running up guy ropes and bursting through muslin doors.",llama_cut,9780743272490,Philippa Gregory|Philippa Gregory (Goodreads Author),,,153333,390,"fiction|history, historical fiction, biography|romance|Historical Fiction|Fiction|Historical|Romance|Tudor Period|British Literature|Adult|Historical Romance|Adult Fiction|Audiobook|English History|European Literature",I step forward.,epub,false,false,false,description,,none,false,,third person,false,tent,true,,scene,false,other,past,,
8D1470325C99F67A9AB2452D9BFD123B,first_uncut,"“I’m fine,” said the woman. “There’s nothing wrong with me.”",39280445-nine-perfect-strangers,Nine Perfect Strangers,"“I’m fine,” said the woman. “There’s nothing wrong with me.”",first_uncut,9781250069825,Liane Moriarty,Flatiron Books,1918,241645,453,Fiction|Contemporary|Audiobook|Chick Lit|Mystery|Adult|Adult Fiction|Thriller|Australia|Book Club,"It was the most beautiful, ridiculous wedding you’ve ever seen.",epub,false,false,false,dialogue,,only dialogue,false,,third person,false,,false,,,false,other,present,,
8D7958A47DD7EEC54C6FD1B91DCB8A95,first_uncut,"‘I suppose the important thing is to make some sort of difference,’ she said. ‘You know, actually change something.’",6280118-one-day,One Day,"‘I suppose the important thing is to make some sort of difference,’ she said. ‘You know, actually change something.’",first_uncut,9780340896969,David Nicholls,,,286733,435,fiction|romance|young-adult|Fiction|Romance|Contemporary|Chick Lit|Adult|Adult Fiction|Novels|British Literature|Love|Drama,"This is where it all begins. Everything starts here, today.",epub,true,false,false,dialogue,,dialogue with narration,false,,third person,false,,false,,,false,other,past,,
8D98294C5AD8D107EDE50DD7CB9FCB65,first_cut,The volcano that had reared Taratua up from the Pacific depths had been sleeping now for half a million years.,414999.childhood_s_end,Childhood's End,The volcano that had reared Taratua up from the Pacific depths had been sleeping now for half a million years.,first_cut,9780345347954,Arthur C. Clarke,,,130499,224,"fiction|fantasy, paranormal|Science Fiction|Fiction|Classics|Science Fiction Fantasy|Aliens|Dystopia|Fantasy|Audiobook|Novels|Speculative Fiction",and presently he turned his back upon the dwindling Sun.,epub,false,false,false,description,,none,false,Taratua | Pacific,third person,false,geographical location,true,Pacific depths,,false,it,past,geological time,half a million years
8DA548DEDDB718D359692635059D9BF9,normal,"A green and yellow parrot, which hung in a cage outside the door, kept repeating over and over: ""Allez vous-en! Allez vous-en! Sapristi! That's all right!""",58345.the_awakening,The Awakening,"A green and yellow parrot, which hung in a cage outside the door, kept repeating over and over: ""Allez vous-en! Allez vous-en! Sapristi! That's all right!""",normal,9780543898081,Kate Chopin,Elibron Classics,,170636,195,"fiction|history, historical fiction, biography|romance|young-adult|Classics|Fiction|Feminism|School|Literature|Historical Fiction|Read For School|High School|American|19th Century","""Good-by—because I love you.""",epub,true,false,false,dialogue,,dialogue with narration,false,,third person,false,,false,,,false,it,past,,
8DDE403DF6C3249E658E920AE26D1849,first_cut,"While I was still in Amsterdam, I dreamed about my mother for the first time in years.",17333223-the-goldfinch,The Goldfinch,"While I was still in Amsterdam, I dreamed about my mother for the first time in years.",first_cut,9780316055437,Donna Tartt,"Little, Brown",,719757,771,"fiction|mystery, thriller, crime|Fiction|Contemporary|Literary Fiction|Audiobook|Art|Adult|Novels|Adult Fiction|Mystery|Literature",,epub,false,false,false,description,mother,none,false,Amsterdam,first person,false,city,false,Amsterdam,,false,I,past,years,
8E38C667A203C34CC847ADEA3CF1754E,first_cut,"The building was on fire, and it wasn’t my fault.",99383.blood_rites,"Blood Rites (The Dresden Files, #6)","The building was on fire, and it wasn’t my fault.",first_cut,9780451459879,Jim Butcher|Jim Butcher (Goodreads Author),,,111190,464,"fantasy, paranormal|mystery, thriller, crime|fiction|Fantasy|Urban Fantasy|Fiction|Mystery|Paranormal|Magic|Vampires|Audiobook|Supernatural|Science Fiction Fantasy","I had a family. Hell, I had a dog.",epub,false,false,false,description,,none,false,,first person,false,,false,,,false,it,past,,
8E58DD326452757303207C55B3858B6D,first_cut,The poet stood next to the bridge and watched as the young woman approached.,10140661-gabriel-s-inferno,"Gabriel's Inferno (Gabriel's Inferno, #1)",The poet stood next to the bridge and watched as the young woman approached.,first_cut,9781936305629,Sylvain Reynard|Sylvain Reynard (Goodreads Author),Omnific Publishing,,147697,506,romance|fiction|young-adult|Romance|Contemporary Romance|Contemporary|Erotica|Adult|New Adult|College|Fiction|Erotic Romance|Chick Lit|Adult Fiction|Academic|Womens Fiction,She was loved.,epub,true,false,false,action,,none,false,,third person,false,outdoor,false,bridge,,false,person,past,,
8E7B5A5D637F3058FC6E084BA637C2A1,llama_cut,"I felt like I was trapped in one of those terrifying nightmares, the one where you have to run, run till your lungs burst, but you can’t make your body move fast enough.",49041.new_moon,"New Moon (Twilight, #2)","I felt like I was trapped in one of those terrifying nightmares, the one where you have to run, run till your lungs burst, but you can’t make your body move fast enough.",llama_cut,9780316160193,Stephenie Meyer,"Little, Brown and Company",,1466236,563,"young-adult|fantasy, paranormal|romance|fiction|Young Adult|Fantasy|Romance|Vampires|Fiction|Paranormal|Paranormal Romance|Supernatural|Werewolves|Teen","I squared my shoulders and walked forward to meet my fate, with my destiny solidly at my side.",epub,true,false,false,description,,none,false,,first person,false,,false,,,true,I,past,,
8E7BA74CBBAFE128F9012012FC012FE4,normal,I am the Shade.,17212231-inferno,"Inferno (Robert Langdon, #4)",I am the Shade.,normal,9780385537858,Dan Brown|Dan Brown (Goodreads Author),Doubleday,,493192,463,"fiction|mystery, thriller, crime|history, historical fiction, biography|fantasy, paranormal|Fiction|Thriller|Mystery|Mystery Thriller|Suspense|Historical Fiction|Adventure|Novels|Crime|Adult|Historical",The sky had become a glistening tapestry of stars.,epub,false,false,false,description,,none,false,Shade,first person,false,,false,,,false,I,present,,
8ED6AF1F4AB91647548924F10793B14F,first_cut,I was bored.,15760001-on-dublin-street,On Dublin Street,I was bored.,first_cut,9781478329459,Samantha Young,CreateSpace Independent Publishing Platform,,174464,372,Romance|New Adult|Contemporary|Contemporary Romance|Adult|Erotica|Fiction|Chick Lit|Erotic Romance|Adult Fiction|Womens Fiction,“Yeah. I’m ready.”,epub,false,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
8EE341CFC2004FFDDA37A13619F1BCC9,subjective,"I bounded over the gray, dusty terrain toward the huge dome of Conrad Bubble. Its airlock, ringed with red lights, stood distressingly far away.
",34928122-artemis,Artemis,"I bounded over the gray, dusty terrain toward the huge dome of Conrad Bubble. Its airlock, ringed with red lights, stood distressingly far away.
",subjective,9780553448122,Andy Weir|Andy Weir (Goodreads Author),Crown Publishing Group (NY),,174569,305,"fiction|fantasy, paranormal|mystery, thriller, crime|Science Fiction|Fiction|Audiobook|Space|Science Fiction Fantasy|Adult|Fantasy|Thriller|Adventure|Adult Fiction",It’s the greatest little city in the worlds.,epub,false,false,false,description,,none,false,Conrad Bubble,first person,false,space,true,Conrad Bubble,,false,I,past,,
8F2B5327231538A0BCCD41FD2036E60C,normal,"Altogether, it was ten years, easily ten, from the hot August morning when Beth put the envelope full of pictures into the drawer until the cold fall afternoon when she took them out and laid them one by one on her desk.",5161.the_deep_end_of_the_ocean,"The Deep End of the Ocean (Cappadora Family, #1)","Altogether, it was ten years, easily ten, from the hot August morning when Beth put the envelope full of pictures into the drawer until the cold fall afternoon when she took them out and laid them one by one on her desk.",normal,9780140286274,Jacquelyn Mitchard|Jacquelyn Mitchard (Goodreads Author),Penguin Books,,116457,464,"fiction|mystery, thriller, crime|Fiction|Mystery|Contemporary|Chick Lit|Adult Fiction|Drama|Adult|Family|Novels|Literature","Until the encampment is secured, Reese thought. Or until morning. Whichever comes first.",epub,false,false,false,description,Beth,none,false,,third person,false,,false,,time,false,it,past,,ten years | August morning | fall afternoon
8F42F053E2E437B041ACF6879385C3E9,llama_cut,"When Mrs. Frederick C. Little's second son arrived, everybody noticed that he was not much bigger than a mouse.",138959.stuart_little,Stuart Little,"When Mrs. Frederick C. Little's second son arrived, everybody noticed that he was not much bigger than a mouse.",llama_cut,9780064400565,"E.B. White|E.B. White, Garth Williams (Illustrator)|E.B. White,Garth Williams",HarperCollins,,114105,131,"children|fiction|fantasy, paranormal|young-adult|Childrens|Classics|Fiction|Fantasy|Animals|Young Adult|Middle Grade|Adventure|Chapter Books|Juvenile",I am going back tomorrow to visit the great swans again.,epub,true,true,false,description,Mrs. Frederick C. Little,none,false,,third person,false,,false,,,true,he/she,past,,
8F65E05FDF996E0CB82BF01172D3255C,first_cut,"When the city of Ember was just built and not yet inhabited, the chief builder and the assistant builder, both of them weary, sat down to speak of the future.",307791.the_city_of_ember,"The City of Ember (Book of Ember, #1)","When the city of Ember was just built and not yet inhabited, the chief builder and the assistant builder, both of them weary, sat down to speak of the future.",first_cut,9780375822742,Jeanne DuPrau,,,246452,288,"young-adult|fantasy, paranormal|fiction|children|mystery, thriller, crime|Young Adult|Dystopia|Fantasy|Science Fiction|Fiction|Middle Grade|Childrens|Adventure|Post Apocalyptic|Teen","“Now, our city is at the bottom of a hole!”",epub,true,true,false,description,,none,false,Ember,third person,false,city,false,city of Ember,,false,other,past,,
8F6CA96742246DF7021652B771EC7E19,first_cut,"A hundred years ago, as the nineteenth century drew to a close, scientists around the world were satisfied that they had arrived at an accurate picture of the physical world.",7669.timeline,Timeline,"A hundred years ago, as the nineteenth century drew to a close, scientists around the world were satisfied that they had arrived at an accurate picture of the physical world.",first_cut,9780099244721,Michael Crichton,Arrow Books,,189871,489,"fiction|mystery, thriller, crime|history, historical fiction, biography|fantasy, paranormal|Science Fiction|Fiction|Thriller|Time Travel|Historical Fiction|Fantasy|Adventure|Historical|Science Fiction Fantasy|Suspense",,epub,false,false,false,description,,none,false,,third person,false,,false,,,false,other,past,century,nineteenth century | A hundred years ago
9004C3368D4F13AC14E10CBBB5652072,first_cut,"The trawler plunged into the angry swells of the dark, furious sea like an awkward animal trying desperately to break out of an impenetrable swamp.",7869.the_bourne_identity,"The Bourne Identity (Jason Bourne, #1)","The trawler plunged into the angry swells of the dark, furious sea like an awkward animal trying desperately to break out of an impenetrable swamp.",first_cut,9780752864327,Robert Ludlum,Orion,,396714,566,"fiction|mystery, thriller, crime|Fiction|Thriller|Mystery|Suspense|Espionage|Adventure|Action|Mystery Thriller|Crime|Novels",“My name is David …”,epub,false,false,false,description,,none,false,,third person,false,ocean,true,sea,,true,it,past,,
900C8DC66C5FFAB95AFACD426E853424,first_cut,Amber Patterson was tired of being invisible.,34043643-the-last-mrs-parrish,The Last Mrs. Parrish,Amber Patterson was tired of being invisible.,first_cut,9780062688163,Liv Constantine|Liv Constantine (Goodreads Author),HarperLuxe,,125196,560,"fiction|mystery, thriller, crime|Fiction|Thriller|Mystery|Audiobook|Mystery Thriller|Suspense|Psychological Thriller|Contemporary|Adult|Adult Fiction",“All is well ended . . .”,epub,false,false,false,description,Amber Patterson,none,false,,third person,false,,false,,,false,he/she,past,,
90307B57A30870F0DD28BB17A2799589,subjective,"Day jolts awake beside me. His brow is covered with sweat, and his cheeks are wet with tears. He’s breathing heavily.
",13414446-prodigy,"Prodigy (Legend, #2)","Day jolts awake beside me. His brow is covered with sweat, and his cheeks are wet with tears. He’s breathing heavily.
",subjective,9780399256769,Marie Lu|Marie Lu (Goodreads Author),Putnam Juvenile,,217053,371,"young-adult|romance|fiction|fantasy, paranormal|Dystopia|Young Adult|Romance|Science Fiction|Fantasy|Fiction|Adventure|Teen|Action|Audiobook",He is my light.,epub,true,false,false,description,Day,none,false,,first person,false,,false,,,false,he/she,present,,
90742AC2BE9130AA9ADF64A0E2907AC3,first_cut,"The two men appeared out of nowhere, a few yards apart in the narrow, moonlit lane.",136251.harry_potter_and_the_deathly_hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","The two men appeared out of nowhere, a few yards apart in the narrow, moonlit lane.",first_cut,9780545010221,J.K. Rowling,Arthur A. Levine Books,,2984351,759,"fantasy, paranormal|young-adult|fiction|children|mystery, thriller, crime|romance|Fantasy|Young Adult|Fiction|Magic|Childrens|Adventure|Audiobook|Middle Grade|Classics|Science Fiction Fantasy",All was well.,epub,true,true,false,description,,none,false,,third person,false,outdoors,true,lane,,false,other,past,,
907A1F14C849DA0A9D3A4ED7410C78A8,normal,The newspaper headline glared at me from a little metal vending machine: SEATTLE UNDER SIEGE—DEATH TOLL RISES AGAIN.,7937462-the-short-second-life-of-bree-tanner,"The Short Second Life of Bree Tanner (Twilight, #3.5)",The newspaper headline glared at me from a little metal vending machine: SEATTLE UNDER SIEGE—DEATH TOLL RISES AGAIN.,normal,9780316125581,Stephenie Meyer,"Little, Brown and Company",,181389,178,"young-adult|fantasy, paranormal|fiction|romance|Young Adult|Fantasy|Vampires|Paranormal|Fiction|Romance|Supernatural|Urban Fantasy|Teen|Paranormal Romance",I closed my eyes.,epub,true,false,false,description,,dialogue with narration,false,SEATTLE,first person,false,,false,,,false,other,past,,
90AD68CD67768E4DBCC5F84EA0D095A6,first_cut,We were going out to dinner.,40718205-the-dinner,The Dinner,We were going out to dinner.,first_cut,9780770437855,Herman Koch,Hogarth,2009,133397,306,Fiction|Mystery|Contemporary|Thriller|Adult|Audiobook|Book Club|Adult Fiction|Mystery Thriller|Crime,"“Dear old Dad,” he said.",epub,false,false,false,action,,none,false,,first person,false,,false,,,false,other,past,,
90C2F0BBA08B43BC6CFB4DE2E58A7226,first_cut,"Before she became the Girl from Nowhere—the One Who Walked In, the First and Last and Only, who lived a thousand years—she was just a little girl in Iowa, named Amy.",6690798-the-passage,"The Passage (The Passage, #1)","Before she became the Girl from Nowhere—the One Who Walked In, the First and Last and Only, who lived a thousand years—she was just a little girl in Iowa, named Amy.",first_cut,9780345504968,"Justin Cronin|Justin Cronin (Goodreads Author), Dominique Haas (Traduction)",Ballantine Books,,188649,766,"fiction|fantasy, paranormal|mystery, thriller, crime|Horror|Fiction|Science Fiction|Fantasy|Post Apocalyptic|Vampires|Dystopia|Thriller|Apocalyptic|Paranormal",I feel happy.,epub,false,false,false,description,Amy,none,false,Girl from Nowhere | One Who Walked In | First and Last and Only | Iowa,third person,false,state,false,Iowa,,false,he/she,past,,
90C3908D2FAFC7BDD7982DCF8091C010,normal,"The earth lay rich and dark, and fell apart lightly under the points of their hoes.",1078.the_good_earth,"The Good Earth (House of Earth, #1)","The earth lay rich and dark, and fell apart lightly under the points of their hoes.",normal,9781416500186,"Pearl S. Buck|Pearl S. Buck,Gianny Buditjahya",Howard Publishing Co,,228862,418,"fiction|history, historical fiction, biography|young-adult|Classics|Fiction|Historical Fiction|China|Literature|Historical|Asia|Novels|School|Classic Literature|Cultural|Academic",,epub,true,false,false,description,,none,false,earth,third person,false,nature,true,earth,,false,it,past,,
90E347F9865EE9E53FA0FBB59D571D95,normal,It is a sin to write this.,667.anthem,Anthem,It is a sin to write this.,normal,9780452281257,Ayn Rand,NAL,,130790,105,"fiction|fantasy, paranormal|young-adult|romance|Fiction|Classics|Philosophy|Dystopia|Science Fiction|School|Literature|Read For School|Politics|Novels",,epub,true,false,false,description,,none,false,,unclear,false,,false,,,false,it,present,,
91541403B27561D169723440DCC404E8,first_cut,"""Dad’s dead,” Wendy says offhandedly, like it’s happened before, like it happens every day.",6224935-this-is-where-i-leave-you,This is Where I Leave You,"""Dad’s dead,” Wendy says offhandedly, like it’s happened before, like it happens every day.",first_cut,9780525951278,Jonathan Tropper,Orion,,133522,339,fiction|romance|Fiction|Humor|Contemporary|Adult Fiction|Adult|Family|Book Club|Novels|Audiobook|Literary Fiction,"Tonight I’ll sleep in Maine. Tomorrow is anybody’s guess. I’ve got a baby girl on the way, a borrowed Porsche, and fourteen grand in a shopping bag. Anything can happen.",epub,false,false,false,dialogue,Wendy | Dad,dialogue with narration,false,,third person,false,,false,,,true,he/she,present,,
916C0C3AE6C39BBFA693F37E720B31AD,normal,"In the week before their departure to Arrakis, when all the final scurrying about had reached a nearly unbearable frenzy, an old crone came to visit the mother of the boy, Paul.",44767458-dune,Dune,"In the week before their departure to Arrakis, when all the final scurrying about had reached a nearly unbearable frenzy, an old crone came to visit the mother of the boy, Paul.",normal,9780593099322,Frank Herbert,Ace Books,1965,765785,661,Science Fiction|Fiction|Fantasy|Classics|Science Fiction Fantasy|Space Opera|Audiobook|Novels|Adventure|Adult,,epub,false,false,false,description,Paul,none,false,Arrakis,third person,false,,false,,time,false,other,past,,week before their departure
9172BF3507A7CB5C3C96CBD195EBD670,subjective,Her husband’s almost home. He’ll catch her this time.,40389527-the-woman-in-the-window,The Woman in the Window,Her husband’s almost home. He’ll catch her this time.,subjective,,A.J. Finn,William Morrow,,453903,455,Thriller|Mystery|Fiction|Mystery Thriller|Suspense|Audiobook|Crime|Psychological Thriller|Adult|Adult Fiction,And I step into the light.,epub,false,false,false,action,,none,false,,third person,false,,false,,perspective,false,he/she,present,,
926FF9E816F12374B118785BE939EAD5,first_cut,"Jewel and I come up from the field, following the path in single file.",77013.as_i_lay_dying,As I Lay Dying,"Jewel and I come up from the field, following the path in single file.",first_cut,9780679732259,William Faulkner,,,136830,288,"fiction|history, historical fiction, biography|Classics|Fiction|Literature|Novels|American|School|Southern Gothic|Literary Fiction|Southern|20th Century","""It’s Cash and Jewel and Vardaman and Dewey Dell,"" pa says, kind of hangdog and proud too, with his teeth and all, even if he wouldn’t look at us. ""Meet Mrs Bundren,"" he says.",epub,false,false,false,action,Jewel,none,false,,first person,false,outdoors,false,field | path,,false,I,present,,
92977018814ADDD54415C204762C4393,normal,"It was morning, and the new sun sparkled gold across the ripples of a gentle sea.",71728.jonathan_livingston_seagull,Jonathan Livingston Seagull,"It was morning, and the new sun sparkled gold across the ripples of a gentle sea.",normal,9780743278904,Richard Bach,Scribner,1970,202289,112,Fiction|Classics|Philosophy|Fantasy|Spirituality|Inspirational|Self Help|Literature|Novels|Animals,His race to learn had begun.,epub,false,false,false,description,,none,false,,unclear,false,nature,true,sea,,false,it,past,morning,morning
92B1B957F388037AC0C849731B953A6D,first_cut,"On the second Thursday of the month, Mrs. Dombrowski brings her dead husband to our therapy group.",15753740-the-storyteller,The Storyteller,"On the second Thursday of the month, Mrs. Dombrowski brings her dead husband to our therapy group.",first_cut,9781439102763,Jodi Picoult|Jodi Picoult (Goodreads Author),Atria,,181819,461,"fiction|history, historical fiction, biography|mystery, thriller, crime|romance|Fiction|Historical Fiction|Holocaust|Historical|Contemporary|Adult Fiction|Adult|World War II|War|Drama","“I look Leo in the eye, and shake my head.”",epub,false,false,false,action,Mrs. Dombrowski,none,false,,first person,false,,false,therapy group,,false,person,present,month,second Thursday of the month
9384144D68775849F4B5BE07B58AF70C,first_cut,The buzzing flies and screaming survivors had long since replaced the beating war-drums.,23766634-a-court-of-wings-and-ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",The buzzing flies and screaming survivors had long since replaced the beating war-drums.,first_cut,9781408857908,Sarah J. Maas|Sarah J. Maas (Goodreads Author),Bloomsbury Childrens Books,,253163,699,"fantasy, paranormal|romance|young-adult|fiction|Fantasy|Romance|Young Adult|New Adult|Fae|Magic|Fiction|Young Adult Fantasy|High Fantasy|Paranormal",A gift.,epub,true,false,false,description,,none,false,,third person,false,,false,,,false,other,past,,
93898D78471442AD50AD18F7F041C23B,subjective,Miss Jane Neal met her maker in the early morning mist of Thanksgiving Sunday. It was pretty much a surprise all round.,338691.still_life,"Still Life (Chief Inspector Armand Gamache, #1)",Miss Jane Neal met her maker in the early morning mist of Thanksgiving Sunday. It was pretty much a surprise all round.,subjective,9780312948559,Louise Penny|Louise Penny (Goodreads Author),St. Martin's Paperbacks,,150649,293,"mystery, thriller, crime|fiction|Mystery|Fiction|Crime|Mystery Thriller|Canada|Audiobook|Adult|Adult Fiction|Detective|Thriller",Clara Morrow was dying to see Ogilvy’s Christmas window.,epub,false,false,false,description,Jane Neal,none,true,Thanksgiving Sunday,third person,false,,false,,,false,he/she,past,,
93918514B34667EF60DAC4957996A390,first_cut,"To start with, look at all the books.",10964693-the-marriage-plot,The Marriage Plot,"To start with, look at all the books.",first_cut,9780374203054,Jeffrey Eugenides,,,113354,406,"fiction|romance|history, historical fiction, biography|Fiction|Contemporary|Romance|Literary Fiction|Novels|Audiobook|Literature|Adult Fiction|Adult|American",“Yes.”,epub,false,false,true,action,,none,false,,second person,false,,false,,,false,you,present,,
